DTMFFFT v1.1,20070104 01:54:46.531,UTC,Open   
DTMFFFT v1.1,20070104 01:55:01.859,UTC,Close  
DTMFFFT v1.1,20070104 01:55:38.421,UTC,Open   
DTMFFFT v1.1,20070104 01:55:50.234,UTC,Close  
